Name,Address,Tel,Fax,Email,URL,OB
Sierra Leone Telecommunications Co. (SIERRATEL),"7, Wallace Johnson Street
P.O. Box 80
FREETOWN",+232 22 222 804,+232 22 229 733,,,
Zain (SL) Ltd.,"Zain House 
Main Motor Road No 42 
FREETOWN ",,,,,
Tigo (SL) Ltd,,,,,,
Comium (SL) Ltd ,"Comium Building
30 D Wilkinson Road
FREETOWN",+232 33 333 018,+232 33 333 060,,,
Africell (SL) Ltd,"Pivot St.
Wilberforce
FREETOWN,  
Ambitel",+232 77 777 777,,,www.africell.sl,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
