Name,Address,Tel,Fax,Email,URL,OB
Guinea Ecuatorial de Telecomunicaciones Sociedad Anónima,"Calle Rey Bonkoro, No. 27
Apartado 494
MALABO
",+240 333.093 316,+240 333.094 000,,,
Hits GE S.A.,,,,,,
