Name,Address,Tel,Fax,Email,URL,OB
Celtel Uganda Limited,"Plot 40 Jinja Road
P.O Box 6771
KAMPALA ",,+256 414 235 084,,,
MTN (U) Ltd,,,,,,
Uganda Telecom,,,,,,
Orange Uganda Ltd,,,,,,
Warid Telecom Uganda,,,,,,
