Name,Address,Tel,Fax,Email,URL,OB
CityCall Ltd,,,,,,839
Data Communications Ltd,,,,,,839
Emtel Ltd,,,,,,839
Hotlink Co. Ltd,,,,,,839
i-Telecom Ltd,,,,,,839
Mahanagar Telephone Mauritius Ltd,,,,,,839
Mauritius Telecom Ltd,,,,,,839
TLC (Mauritius) Ltd,,,,,,839
