Country or area/ISO code,Company Code,Contact
Company Name/Address,(carrier code),
Tuvalu / TUV,,
Tuvalu Telecommunications Corporation,TUVTC,Lopati Tefoto
Vaiaku,,Tel +688 20001
FUNAFUTI,,Fax +688 20002
,,E-mail
