China (People's Republic of),Chine (République populaire de),China (República Popular de),Special information tone II ,Tonalité spéciale d'information - II ,Tono especial de información - II ,950,0.4 on 10.0 off,,,,special_information
China (People's Republic of),Chine (République populaire de),China (República Popular de),Waiting tone,Tonalité d'attente - ,Tono de espera - ,450,0.4 on 4.0 off,,,,waiting
Colombia (Republic of),Colombie (République de),Colombia (República de),Busy tone,Tonalité d'occupation - ,Tono de ocupado - ,425,0.25 on 0.25 off,,,,busy
Colombia (Republic of),Colombie (République de),Colombia (República de),Congestion tone,Tonalité d'encombrement - ,Tono de congestión - ,425,0.10 on 0.25 off 0.35 on 0.25 off 0.65 on 0.25 off,,,,congestion
Colombia (Republic of),Colombie (République de),Colombia (República de),Dial tone,Tonalité de numérotation - ,Tono de invitación a marcar - ,425,continuous,,,,dial
Colombia (Republic of),Colombie (République de),Colombia (República de),Number unobtainable tone,Tonalité d'abonné inaccessible - ,Tono de abonado inaccesible - ,425,0.65 on 0.25 off 0.20 on 0.60 off,,,,number_unobtainable
Colombia (Republic of),Colombie (République de),Colombia (República de),Pay tone,Tonalité de paiement - ,Tono de pago - ,50/12000/16000,0.15 on,,,,pay
Colombia (Republic of),Colombie (République de),Colombia (República de),Ringing tone,Tonalité de retour d'appel - ,Tono de llamada - ,425,1.0 on 4.5 off,,,,ringing
Colombia (Republic of),Colombie (République de),Colombia (República de),Special information tone,Tonalité spéciale d'information - ,Tono especial de información - ,950/1400/1800,3x0.333 on 1.0 off,,,,special_information
Comoros (Union of the),Comores (Union des),Comoras (Unión de las),Busy tone,Tonalité d'occupation - ,Tono de ocupado - ,440,0.5 on 0.5 off,,,,busy
Comoros (Union of the),Comores (Union des),Comoras (Unión de las),Dial tone,Tonalité de numérotation - ,Tono de invitación a marcar - ,440,continuous,,,,dial
Comoros (Union of the),Comores (Union des),Comoras (Unión de las),Second dial tone,Deuxième tonalité de numérotation - ,Segundo tono de invitación a marcar - ,330+440,continuous,,,,second_dial
Comoros (Union of the),Comores (Union des),Comoras (Unión de las),Ringing tone,Tonalité de retour d'appel - ,Tono de llamada - ,440,1.71 on 0.05 off,,,,ringing
Comoros (Union of the),Comores (Union des),Comoras (Unión de las),Route tone,Tonalité d'acheminement - ,Tono de encaminamiento - ,440,0.05 on 0.05 off,,,,route
Comoros (Union of the),Comores (Union des),Comoras (Unión de las),Special information tone,Tonalité spéciale d'information - ,Tono especial de información - ,950/1400/1800,3x0.33 on 1.0 off,,,,special_information
Cook Islands,Cook (Iles),Cook (Islas),Busy tone,Tonalité d'occupation - ,Tono de ocupado - ,400,0.5 on 0.5 off,,,,busy
Cook Islands,Cook (Iles),Cook (Islas),Congestion tone,Tonalité d'encombrement - ,Tono de congestión - ,400,0.25 on 0.25 off,,,,congestion
Cook Islands,Cook (Iles),Cook (Islas),Dial tone,Tonalité de numérotation - ,Tono de invitación a marcar - ,400,continuous,,,,dial
Cook Islands,Cook (Iles),Cook (Islas),Ringing tone,Tonalité de retour d'appel - ,Tono de llamada - ,400+450,0.4 on 0.2 off,,,,ringing
Cook Islands,Cook (Iles),Cook (Islas),Call waiting tone,Tonalité d'appel en attente - ,Tono de indicación de llamada en espera - ,400+450,0.5 on,,,,call_waiting
Costa Rica,Costa Rica,Costa Rica,Busy tone,Tonalité d'occupation - ,Tono de ocupado - ,450,0.33 on 0.33 off,,,,busy
Costa Rica,Costa Rica,Costa Rica,Congestion tone,Tonalité d'encombrement - ,Tono de congestión - ,450,0.33 on 0.33 off,,,,congestion
Costa Rica,Costa Rica,Costa Rica,Dial tone,Tonalité de numérotation - ,Tono de invitación a marcar - ,450,continuous,,,,dial
Costa Rica,Costa Rica,Costa Rica,Ringing tone,Tonalité de retour d'appel - ,Tono de llamada - ,450,1.2 on 4.9 off,,,,ringing
Costa Rica,Costa Rica,Costa Rica,Warning tone (operator intervening),Tonalité d'avertissement - intervention d’opératrice,Tono de aviso - intervención de la operadora   ,425,0.17 on 0.17 off 0.5 on 0.17 off,,,,warning
Costa Rica,Costa Rica,Costa Rica,Call waiting tone,Tonalité d'appel en attente - ,Tono de indicación de llamada en espera - ,450,0.15 on 0.15 off 0.15 on 8.0 off,,,,call_waiting
Côte d'Ivoire (Republic of),Côte d'Ivoire (République de),Côte d'Ivoire (República de),Busy tone,Tonalité d'occupation - ,Tono de ocupado - ,425,0.5 on 0.5 off,,,,busy
Côte d'Ivoire (Republic of),Côte d'Ivoire (République de),Côte d'Ivoire (República de),Congestion tone,Tonalité d'encombrement - ,Tono de congestión - ,…,announcement,,,,congestion
Côte d'Ivoire (Republic of),Côte d'Ivoire (République de),Côte d'Ivoire (República de),Dial tone,Tonalité de numérotation - ,Tono de invitación a marcar - ,425,continuous,,,,dial
Côte d'Ivoire (Republic of),Côte d'Ivoire (République de),Côte d'Ivoire (República de),Second dial tone,Deuxième tonalité de numérotation - ,Segundo tono de invitación a marcar - ,440+330,continuous,,,,second_dial
Côte d'Ivoire (Republic of),Côte d'Ivoire (République de),Côte d'Ivoire (República de),Line lock-out tone,Tonalité de neutralisation de ligne - ,Tono de desbloqeo de la línea - ,425,0.4 on 0.04 off,,,,line_lock_out
Côte d'Ivoire (Republic of),Côte d'Ivoire (République de),Côte d'Ivoire (República de),Pay tone,Tonalité de paiement - ,Tono de pago - ,12000,,,,,pay
Côte d'Ivoire (Republic of),Côte d'Ivoire (République de),Côte d'Ivoire (República de),Ringing tone,Tonalité de retour d'appel - ,Tono de llamada - ,425,1.7 on 3.3 off,,,,ringing
Côte d'Ivoire (Republic of),Côte d'Ivoire (République de),Côte d'Ivoire (República de),Special information tone,Tonalité spéciale d'information - ,Tono especial de información - ,…,announcement,,,,special_information
Côte d'Ivoire (Republic of),Côte d'Ivoire (République de),Côte d'Ivoire (República de),Call waiting tone,Tonalité d'appel en attente,Tono de indicación de llamada en espera,425,,"Two bursts, ten seconds apart.",,,call_waiting
Croatia (Republic of),Croatie (République de),Croacia (República de),Busy tone,Tonalité d'occupation - ,Tono de ocupado - ,425,0.5 on 0.5 off,,,,busy
Croatia (Republic of),Croatie (République de),Croacia (República de),Congestion tone,Tonalité d'encombrement - ,Tono de congestión - ,425,0.25 on 0.25 off,,,,congestion
Croatia (Republic of),Croatie (République de),Croacia (República de),Dial tone,Tonalité de numérotation - ,Tono de invitación a marcar - ,425,0.2 on 0.3 off 0.7 on 0.8 off,,,,dial
Croatia (Republic of),Croatie (République de),Croacia (República de),Payphone recognition tone,Tonalité d'identification de publiphone - ,Tono de identificación de teléfono de previo pago -,1206/850,4x(0.2 on 0.2 off 0.2 on 0.2 off),,,,payphone_recognition
Croatia (Republic of),Croatie (République de),Croacia (República de),Ringing tone,Tonalité de retour d'appel - ,Tono de llamada - ,425,1.0 on 4.0 off,,,,ringing
Croatia (Republic of),Croatie (République de),Croacia (República de),Special information tone,Tonalité spéciale d'information - ,Tono especial de información - ,950/1400/1800,3x0.333 on 1.0 off,,,,special_information
Croatia (Republic of),Croatie (République de),Croacia (República de),Call waiting tone,Tonalité d'appel en attente - ,Tono de indicación de llamada en espera - ,425,0.3 on 8.0 off,,,,call_waiting
Cuba,Cuba,Cuba,Acceptance tone,Tonalité d'acceptation - ,Tono de aceptación - ,425,continuous,,,,acceptance
Cuba,Cuba,Cuba,Busy tone,Tonalité d'occupation - ,Tono de ocupado - ,600x120//620+480//425//400,0.5 on 0.5 off,,,,busy
Cuba,Cuba,Cuba,Congestion tone,Tonalité d'encombrement - ,Tono de congestión - ,600x120//425//400,0.25 on 0.25 off,,,,congestion
Cuba,Cuba,Cuba,Dial tone I ,Tonalité de numérotation - I ,Tono de invitación a marcar - I ,600x120//425,continuous,,,,dial
Cuba,Cuba,Cuba,Dial tone II ,Tonalité de numérotation - II ,Tono de invitación a marcar - II ,425,0.75 on 0.75 off 0.25 on 0.25 off,,,,dial
Cuba,Cuba,Cuba,Negative indication tone,Tonalité d'indication negative - ,Tono de indicación negativo - ,425,0.5 on 0.5 off,,,,negative_indication
Cuba,Cuba,Cuba,Ringing tone I ,Tonalité de retour d'appel - I ,Tono de llamada - I ,425,1.0 on 4.0 off,,,,ringing
Cuba,Cuba,Cuba,Ringing tone II ,Tonalité de retour d'appel - II ,Tono de llamada - II ,440+480//440+620//480+620,2.0 on 4.0 off,,,,ringing
Cuba,Cuba,Cuba,Ringing tone III,Tonalité de retour d'appel - III ,Tono de llamada - III ,420x40,1.0 on 2.0 off,,,,ringing
Cuba,Cuba,Cuba,Ringing tone IV,Tonalité de retour d'appel - IV ,Tono de llamada - IV ,400+450,0.4 on 0.2 off 0.4 on 2.0 off,,,,ringing
Cuba,Cuba,Cuba,Special information tone I ,Tonalité spéciale d'information - I ,Tono especial de información - I ,950/1400/1800,(3x0.33 on 2x0.33 off) 1.0 off,,,,special_information
Cuba,Cuba,Cuba,Special information tone II ,Tonalité spéciale d'information - II ,Tono especial de información - II ,400,4x(0.075 on 0.10 off) 0.30 off,,,,special_information
Cuba,Cuba,Cuba,Warning tone I (operator intervening),"Tonalité d'avertissement - I, intervention d’opératrice","Tono de aviso - I, intervención de la operadora   ",425,0.1 on 4.9 off,,,,warning
Cuba,Cuba,Cuba,Warning tone II (operator intervening),"Tonalité d'avertissement - II, intervention d’opératrice","Tono de aviso - II, intervención de la operadora   ",425,0.5 on 0.2 off,,,,warning
Cuba,Cuba,Cuba,Call waiting tone I ,Tonalité d'appel en attente - I ,Tono de indicación de llamada en espera - I ,425,0.2 on 0.6 off 0.2 on,,,,call_waiting
Cuba,Cuba,Cuba,Call waiting tone II ,Tonalité d'appel en attente - II ,Tono de indicación de llamada en espera - II ,400,0.5 on 0.5 off,,,,call_waiting
Cyprus (Republic of),Chypre (République de),Chipre (República de),Busy tone,Tonalité d'occupation - ,Tono de ocupado - ,425,0.5 on 0.5 off,,,,busy
Cyprus (Republic of),Chypre (République de),Chipre (República de),Congestion tone,Tonalité d'encombrement - ,Tono de congestión - ,425,0.25 on 0.25 off,,,,congestion
Cyprus (Republic of),Chypre (République de),Chipre (República de),Dial tone,Tonalité de numérotation - ,Tono de invitación a marcar - ,350+450,continuous,,,,dial
Cyprus (Republic of),Chypre (République de),Chipre (República de),Number unobtainable tone,Tonalité d'abonné inaccessible - ,Tono de abonado inaccesible - ,425,2.5 on 0.5 off,,,,number_unobtainable
Cyprus (Republic of),Chypre (République de),Chipre (República de),Pay tone,Tonalité de paiement - ,Tono de pago - ,1638/1206/943,3x(0.068 on 0.068 off),,,,pay
Cyprus (Republic of),Chypre (République de),Chipre (República de),Ringing tone,Tonalité de retour d'appel - ,Tono de llamada - ,425,1.5 on 3.0 off,,,,ringing
Cyprus (Republic of),Chypre (République de),Chipre (República de),Special information tone,Tonalité spéciale d'information - ,Tono especial de información - ,950/1400/1800,3x0.33 on 1.0 off,,,,special_information
Cyprus (Republic of),Chypre (République de),Chipre (República de),Warning tone (operator intervening),Tonalité d'avertissement - intervention d’opératrice,Tono de aviso - intervención de la operadora   ,1400,0.5 on 14.0 off,,,,warning
Cyprus (Republic of),Chypre (République de),Chipre (República de),Call waiting tone,Tonalité d'appel en attente - ,Tono de indicación de llamada en espera - ,425,0.1 on 0.1 off 0.1 on 5.0 off,,,,call_waiting
Czech Republic,République tchèque,República Checa,Busy tone,Tonalité d'occupation - ,Tono de ocupado - ,425,0.33 on 0.33 off,,,,busy
Czech Republic,République tchèque,República Checa,Congestion tone,Tonalité d'encombrement - ,Tono de congestión - ,425,0.165 on 0.165 off,,,,congestion
Czech Republic,République tchèque,República Checa,Dial tone,Tonalité de numérotation - ,Tono de invitación a marcar - ,425,0.33 on 0.33 off 0.66 on 0.66 off,,,,dial
Czech Republic,République tchèque,República Checa,Ringing tone,Tonalité de retour d'appel - ,Tono de llamada - ,425,1.0 on 4.0 off,,,,ringing
Czech Republic,République tchèque,República Checa,Special information tone,Tonalité spéciale d'information - ,Tono especial de información - ,950/1400/1800,(3x0.33 on 2x0.03 off) 1.0 off,,,,special_information
Czech Republic,République tchèque,República Checa,Call waiting tone,Tonalité d'appel en attente - ,Tono de indicación de llamada en espera - ,425,0.33 on 9.0 off,,,,call_waiting
Czech Republic,République tchèque,República Checa,Caller waiting tone,Tonalité de demandeur en attente - ,Tono de indicación de llamada en espera para el llamante - ,425,1.00 on 0.17 off 0.33 on 3.50 off,,,,caller_waiting
Democratic Republic of the Congo,République démocratique du Congo,República Democrática del Congo,Busy tone,Tonalité d'occupation - ,Tono de ocupado - ,450,0.5 on 0.5 off,,,,busy
Democratic Republic of the Congo,République démocratique du Congo,República Democrática del Congo,Congestion tone,Tonalité d'encombrement - ,Tono de congestión - ,450,0.5 on 0.5 off,,,,congestion
Democratic Republic of the Congo,République démocratique du Congo,República Democrática del Congo,Dial tone,Tonalité de numérotation - ,Tono de invitación a marcar - ,450,continuous,,,,dial
Democratic Republic of the Congo,République démocratique du Congo,República Democrática del Congo,Ringing tone,Tonalité de retour d'appel - ,Tono de llamada - ,450,2.0 on 4.0 off,,,,ringing
Denmark,Danemark,Dinamarca,Busy tone I ,Tonalité d'occupation - I ,Tono de ocupado - I ,425,0.25 on 0.25 off,,,,busy
Denmark,Danemark,Dinamarca,Busy tone II,Tonalité d'occupation - II,Tono de ocupado - II,425,0.5 on 0.5 off,For PLMN/GSM.,,,busy
Denmark,Danemark,Dinamarca,Congestion tone I ,Tonalité d'encombrement - I ,Tono de congestión - I ,425,0.25 on 0.25 off,,,,congestion
Denmark,Danemark,Dinamarca,Congestion tone II,Tonalité d'encombrement - II,Tono de congestión - II,425,0.2 on 0.2 off,For PLMN/GSM.,,,congestion
Denmark,Danemark,Dinamarca,Dial tone,Tonalité de numérotation - ,Tono de invitación a marcar - ,425,continuous,,,,dial
Denmark,Danemark,Dinamarca,Ringing tone,Tonalité de retour d'appel - ,Tono de llamada - ,425,1.0 on 4.0 off,,,,ringing
Denmark,Danemark,Dinamarca,Special information tone,Tonalité spéciale d'information - ,Tono especial de información - ,950/1400/1800,3x0.33 on 1.00 off,,,,special_information
Denmark,Danemark,Dinamarca,Call waiting tone I ,Tonalité d'appel en attente - I ,Tono de indicación de llamada en espera - I ,425,0.2 on 0.2 off 0.2 on 3.6 off 0.2 on 0.2 off 0.2 on,,,,call_waiting
Denmark,Danemark,Dinamarca,Call waiting tone II,Tonalité d'appel en attente - II,Tono de indicación de llamada en espera - II,425,0.2 on 0.6 off 0.2 on 3.0 off 0.2 on 0.6 off 0.2 on,For PLMN/GSM.,,,call_waiting
Diego Garcia,Diego Garcia,Diego Garcia,Busy tone,Tonalité d'occupation - ,Tonalité d'occupation - ,480/620,interrupted at 60 ipm,,,,busy
Diego Garcia,Diego Garcia,Diego Garcia,Dial tone,Tonalité de numérotation - ,Tonalité de numérotation - ,350/440,continuous,,,,dial
Diego Garcia,Diego Garcia,Diego Garcia,Number unobtainable tone,Tonalité d'abonné inaccessible - ,Tonalité d'abonné inaccessible - ,480/620,interrupted at 120 ipm,,,,number_unobtainable
Diego Garcia,Diego Garcia,Diego Garcia,Ringing tone,Tonalité de retour d'appel - ,Tonalité de retour d'appel - ,440/480,1.0 on 3.0 off,,,,ringing
Djibouti (Republic of),Djibouti (République de),Djibouti (República de),Busy tone,Tonalité d'occupation - ,Tono de ocupado - ,425,0.5 on 0.5 off,,,,busy
Djibouti (Republic of),Djibouti (République de),Djibouti (República de),Dial tone,Tonalité de numérotation - ,Tono de invitación a marcar - ,425,continuous,,,,dial
Djibouti (Republic of),Djibouti (République de),Djibouti (República de),Ringing tone,Tonalité de retour d'appel - ,Tono de llamada - ,425,1.5 on 3.5 off,,,,ringing
Djibouti (Republic of),Djibouti (République de),Djibouti (República de),Route tone,Tonalité d'acheminement - ,Tono de encaminamiento - ,425,0.05 on 0.05 off,,,,route
Dominica (Commonwealth of),Dominique (Commonwealth de la),Dominica (Commonwealth de),Busy tone,Tonalité d'occupation - ,Tonalité d'occupation - ,480+620,0.5 on 0.5 off,,,,busy
Dominica (Commonwealth of),Dominique (Commonwealth de la),Dominica (Commonwealth de),Congestion tone,Tonalité d'encombrement - ,Tonalité d'encombrement - ,480+620,0.25 on 0.25 off,,,,congestion
Dominica (Commonwealth of),Dominique (Commonwealth de la),Dominica (Commonwealth de),Dial tone,Tonalité de numérotation - ,Tonalité de numérotation - ,350+440,continuous,,,,dial
Dominica (Commonwealth of),Dominique (Commonwealth de la),Dominica (Commonwealth de),Ringing tone,Tonalité de retour d'appel - ,Tonalité de retour d'appel - ,440+480,2.0 on 4.0 off,,,,ringing
Dominica (Commonwealth of),Dominique (Commonwealth de la),Dominica (Commonwealth de),Special information tone,Tonalité spéciale d'information - ,Tonalité spéciale d'information - ,950/1400/1800,3x0.33 on 1.0 off,,,,special_information
Dominica (Commonwealth of),Dominique (Commonwealth de la),Dominica (Commonwealth de),Call waiting tone,Tonalité d'appel en attente - ,Tonalité d'appel en attente - ,440,1x(0.5 on 10.0 off 0.5 on),,,,call_waiting
Dominican Republic,Dominicaine (République),Dominicana (República),Busy tone I ,Tonalité d'occupation - I ,Tono de ocupado - I ,400,0.8 on 0.8 off,,,,busy
Dominican Republic,Dominicaine (République),Dominicana (República),Busy tone II ,Tonalité d'occupation - II ,Tono de ocupado - II ,400,0.375 on 0.375 off,,,,busy
Dominican Republic,Dominicaine (République),Dominicana (República),Congestion tone I ,Tonalité d'encombrement - I ,Tono de congestión - I ,400,0.8 on 0.8 off,,,,congestion
Dominican Republic,Dominicaine (République),Dominicana (República),Congestion tone II ,Tonalité d'encombrement - II ,Tono de congestión - II ,400,0.375 on 0.375 off,,,,congestion
Dominican Republic,Dominicaine (République),Dominicana (República),Dial tone I ,Tonalité de numérotation - I ,Tono de invitación a marcar - I ,50,continuous,,,,dial
Dominican Republic,Dominicaine (République),Dominicana (República),Dial tone II ,Tonalité de numérotation - II ,Tono de invitación a marcar - II ,33,0.0166 on 0.0166 off,,,,dial
Dominican Republic,Dominicaine (République),Dominicana (República),Number unobtainable tone,Tonalité d'abonné inaccessible - ,Tono de abonado inaccesible - ,400,continuous,,,,number_unobtainable
Dominican Republic,Dominicaine (République),Dominicana (República),Ringing tone,Tonalité de retour d'appel - ,Tono de llamada - ,400//450,0.4 on 0.2 off 0.4 on 2.2 off,,,,ringing
Ecuador,Equateur,Ecuador,Busy tone,Tonalité d'occupation - ,Tono de ocupado - ,425,0.33 on 0.33 off,,,,busy
Ecuador,Equateur,Ecuador,Congestion tone,Tonalité d'encombrement - ,Tono de congestión - ,425,0.33 on 0.33 off,,,,congestion
Ecuador,Equateur,Ecuador,Dial tone,Tonalité de numérotation - ,Tono de invitación a marcar - ,425,continuous,,,,dial
Ecuador,Equateur,Ecuador,Ringing tone,Tonalité de retour d'appel - ,Tono de llamada - ,425,1.2 on 4.65 off,,,,ringing
Ecuador,Equateur,Ecuador,Call waiting tone,Tonalité d'appel en attente - ,Tono de indicación de llamada en espera - ,425,0.2 on 0.6 off,,,,call_waiting
Egypt (Arab Republic of),Egypte (République arabe d'),Egipto (República Arabe de),Busy tone,Tonalité d'occupation - ,Tono de ocupado - ,425x50,1.0 on 4.0 off,,,,busy
Egypt (Arab Republic of),Egypte (République arabe d'),Egipto (República Arabe de),Congestion tone,Tonalité d'encombrement - ,Tono de congestión - ,450,0.5 on 0.5 off,,,,congestion
Egypt (Arab Republic of),Egypte (République arabe d'),Egipto (República Arabe de),Intrusion tone,Tonalité d'intrusion - ,Tono de intervención - ,450,0.5 on 0.5 off,,,,intrusion
Egypt (Arab Republic of),Egypte (République arabe d'),Egipto (República Arabe de),Payphone recognition tone,Tonalité d'identification de publiphone - ,Tono de identificación de teléfono de previo pago -,1100+1750/750+1450,0.2 on 0.2 off 0.2 on 2.0 off,,,,payphone_recognition
Egypt (Arab Republic of),Egypte (République arabe d'),Egipto (República Arabe de),Ringing tone,Tonalité de retour d'appel - ,Tono de llamada - ,425x50,2.0 on 1.0 off,,,,ringing
Egypt (Arab Republic of),Egypte (République arabe d'),Egipto (República Arabe de),Special information tone,Tonalité spéciale d'information - ,Tono especial de información - ,950/1400/1800,0.33 on 0.33 off 0.33 on 0.33 off 0.33 on 0.33 off,,,,special_information
El Salvador (Republic of),El Salvador (République d'),El Salvador (República de),Busy tone,Tonalité d'occupation - ,Tono de ocupado - ,425,0.32 on 0.32 off,,,,busy
El Salvador (Republic of),El Salvador (République d'),El Salvador (República de),Congestion tone,Tonalité d'encombrement - ,Tono de congestión - ,425,0.32 on 0.32 off,,,,congestion
El Salvador (Republic of),El Salvador (République d'),El Salvador (República de),Dial tone,Tonalité de numérotation - ,Tono de invitación a marcar - ,425,continuous,,,,dial
El Salvador (Republic of),El Salvador (République d'),El Salvador (República de),Special dial tone,Tonalité de numérotation spéciale - ,Tono especial de invitación a marcar - ,425,0.40 on 0.04 off,,,,special_dial
El Salvador (Republic of),El Salvador (République d'),El Salvador (República de),Intrusion tone,Tonalité d'intrusion - ,Tono de intervención - ,425,0.20 on 0.20 off 0.50 on 0.20 off,,,,intrusion
El Salvador (Republic of),El Salvador (République d'),El Salvador (República de),Line lock-out tone,Tonalité de neutralisation de ligne - ,Tono de desbloqueo de la línea - ,425,0.167 on 0.167 off 0.500 on 0.167 off,,,,line_lock_out
El Salvador (Republic of),El Salvador (République d'),El Salvador (República de),Ringing tone,Tonalité de retour d'appel - ,Tono de llamada - ,425,1.2 on 4.6 off,,,,ringing
El Salvador (Republic of),El Salvador (République d'),El Salvador (República de),Special information tone,Tonalité spéciale d'information - ,Tono especial de información - ,950/1400/1800,3x0.33 on 1.00 off,,,,special_information
El Salvador (Republic of),El Salvador (République d'),El Salvador (República de),Warning tone,Tonalité d'avertissement - ,Tono de aviso - ,1400,0.20 on 0.60 off,,,,warning
El Salvador (Republic of),El Salvador (République d'),El Salvador (República de),Call waiting tone,Tonalité d'appel en attente - ,Tono de indicación de llamada en espera - ,425,0.35 on 15.0 off,,,,call_waiting
Estonia (Republic of),Estonie (République d'),Estonia (República de),Busy tone,Tonalité d'occupation - ,Tono de ocupado - ,425,0.3 on 0.3 off,,,,busy
Estonia (Republic of),Estonie (République d'),Estonia (República de),Congestion tone,Tonalité d'encombrement - ,Tono de congestión - ,425,0.2 on 0.2 off,,,,congestion
Estonia (Republic of),Estonie (République d'),Estonia (República de),Dial tone,Tonalité de numérotation - ,Tono de invitación a marcar - ,425,continuous,,,,dial
Estonia (Republic of),Estonie (République d'),Estonia (República de),Pay tone,Tonalité de paiement - ,Tono de pago - ,16000,1.15 on 0.35 off,,,,pay
Estonia (Republic of),Estonie (République d'),Estonia (República de),Ringing tone,Tonalité de retour d'appel - ,Tono de llamada - ,425,1.0 on 4.0 off,,,,ringing
Estonia (Republic of),Estonie (République d'),Estonia (República de),Special information tone,Tonalité spéciale d'information - ,Tono especial de información - ,950/1400/1800,3x0.33 on 1.0 off,,,,special_information
Estonia (Republic of),Estonie (République d'),Estonia (República de),Call waiting tone,Tonalité d'appel en attente - ,Tono de indicación de llamada en espera - ,950/1400/1800,3x0.33 on 0.3 off,,,,call_waiting
Ethiopia (Federal Democratic Republic of),Ethiopie (République fédérale démocratique d'),Etiopía (República Democrática Federal de),Acceptance tone,Tonalité d'acceptation - ,Tono de aceptación - ,425,continuous,,,,acceptance
Ethiopia (Federal Democratic Republic of),Ethiopie (République fédérale démocratique d'),Etiopía (República Democrática Federal de),Busy tone,Tonalité d'occupation - ,Tono de ocupado - ,425,0.4 on 0.4 off,,,,busy
Ethiopia (Federal Democratic Republic of),Ethiopie (République fédérale démocratique d'),Etiopía (República Democrática Federal de),Congestion tone,Tonalité d'encombrement - ,Tono de congestión - ,425,0.4 on 0.4 off,,,,congestion
Ethiopia (Federal Democratic Republic of),Ethiopie (République fédérale démocratique d'),Etiopía (República Democrática Federal de),Dial tone,Tonalité de numérotation - ,Tono de invitación a marcar - ,425,continuous,,,,dial
Ethiopia (Federal Democratic Republic of),Ethiopie (République fédérale démocratique d'),Etiopía (República Democrática Federal de),Special dial tone,Tonalité de numérotation spéciale - ,Tono especial de invitación a marcar - ,425,0.4 on 0.04 off,,,,special_dial
Ethiopia (Federal Democratic Republic of),Ethiopie (République fédérale démocratique d'),Etiopía (República Democrática Federal de),Intrusion tone,Tonalité d'intrusion - ,Tono de intervención - ,425,0.5 on 0.2 off,,,,intrusion
Ethiopia (Federal Democratic Republic of),Ethiopie (République fédérale démocratique d'),Etiopía (República Democrática Federal de),Line lock-out tone,Tonalité de neutralisation de ligne - ,Tono de desbloqueo de la línea - ,425,0.4 on 0.4 off,,,,line_lock_out
Ethiopia (Federal Democratic Republic of),Ethiopie (République fédérale démocratique d'),Etiopía (República Democrática Federal de),Refusal tone,Tonalité de refus - ,Tono de rechazo - ,425,0.4 on 0.4 off,,,,refusal
Ethiopia (Federal Democratic Republic of),Ethiopie (République fédérale démocratique d'),Etiopía (República Democrática Federal de),Ringing tone,Tonalité de retour d'appel - ,Tono de llamada - ,425,1.0 on 4.0 off,,,,ringing
Ethiopia (Federal Democratic Republic of),Ethiopie (République fédérale démocratique d'),Etiopía (República Democrática Federal de),Special information tone,Tonalité spéciale d'information - ,Tono especial de información - ,950/1400/1800,3x0.33 on 1.0 off,,,,special_information
Ethiopia (Federal Democratic Republic of),Ethiopie (République fédérale démocratique d'),Etiopía (República Democrática Federal de),Warning tone,Tonalité d'avertissement - ,Tono de aviso - ,1400,0.5 on 11.5 off,,,,warning
Ethiopia (Federal Democratic Republic of),Ethiopie (République fédérale démocratique d'),Etiopía (República Democrática Federal de),Call waiting tone,Tonalité d'appel en attente - ,Tono de indicación de llamada en espera - ,425,0.2 on 0.6 off,,,,call_waiting
Falkland Islands (Malvinas),Falkland (Iles) (Malvinas),Malvinas (Islas) (Falkland),Busy tone,Tonalité d'occupation - ,Tono de ocupado - ,400,0.375 on 0.375 off,,,,busy
Falkland Islands (Malvinas),Falkland (Iles) (Malvinas),Malvinas (Islas) (Falkland),Congestion tone,Tonalité d'encombrement - ,Tono de congestión - ,400,0.4 on 0.35 off 0.255 on 0.525 off,,,,congestion
Falkland Islands (Malvinas),Falkland (Iles) (Malvinas),Malvinas (Islas) (Falkland),Dial tone,Tonalité de numérotation - ,Tono de invitación a marcar - ,350+450,continuous,,,,dial
Falkland Islands (Malvinas),Falkland (Iles) (Malvinas),Malvinas (Islas) (Falkland),Number unobtainable tone,Tonalité d'abonné inaccessible - ,Tono de abonado inaccesible - ,400,continuous,,,,number_unobtainable
Falkland Islands (Malvinas),Falkland (Iles) (Malvinas),Malvinas (Islas) (Falkland),Ringing tone,Tonalité de retour d'appel - ,Tono de llamada - ,400+450,0.4 on 0.2 off,,,,ringing
Falkland Islands (Malvinas),Falkland (Iles) (Malvinas),Malvinas (Islas) (Falkland),Special information tone,Tonalité spéciale d'information - ,Tono especial de información - ,950/1400/1800,3x0.33 on 1.0 off,,,,special_information
Falkland Islands (Malvinas),Falkland (Iles) (Malvinas),Malvinas (Islas) (Falkland),Warning tone (operator intervening),Tonalité d'avertissement - intervention d’opératrice,Tono de aviso - intervención de la operadora   ,1000,0.1 on 0.1 off,,,,warning
Faroe Islands,Féroé (Iles),Feroe (Islas),Busy tone,Tonalité d'occupation - ,Tono de ocupado - ,425,0.25 on 0.25 off,,,,busy
Faroe Islands,Féroé (Iles),Feroe (Islas),Congestion tone,Tonalité d'encombrement - ,Tono de congestión - ,425,0.25 on 0.25 off,,,,congestion
Faroe Islands,Féroé (Iles),Feroe (Islas),Dial tone,Tonalité de numérotation - ,Tono de invitación a marcar - ,425,continuous,,,,dial
Faroe Islands,Féroé (Iles),Feroe (Islas),Number unobtainable tone,Tonalité d'abonné inaccessible - ,Tono de abonado inaccesible - ,950/1400/1800,3x0.33 on 1.0 off,,,,number_unobtainable
