METADATA,,,,,,,,,,,,
title.en,List of Signalling Area/Network Codes (SANC) (Complement to Recommendation ITU-T Q.708 (03/99)),,,,,,,,,,,
title.fr,Liste des codes de zone/réseau sémaphore (SANC) (Complément à la Recommandation UIT-T Q.708 (03/1999)),,,,,,,,,,,
title.es,Lista de códigos de zona/red de señalización (SANC) (Complemento de la Recomendación UIT-T Q.708 (03/1999)),,,,,,,,,,,
title.ru,Список зоновых/сетевых кодов сигнализации (SANC) (дополнение к Рекомендации МСЭ-Т Q.708 (03/1999)),,,,,,,,,,,
title.zh,信令区域/网络编码（SANC）的列表（ITU-T Q.708建议书（03/99）补遗）,,,,,,,,,,,
title.ar,قائمة بالرموز الدليلية لمناطق/شبكات التشوير (SANC) (تكملة للتوصية ITU-T Q.708 (99/03)),,,,,,,,,,,
locale.code.en,Code,,,,,,,,,,,
locale.area_or_network.en,Geographical Area or Signalling Network ,,,,,,,,,,,
locale.code.fr,Code,,,,,,,,,,,
locale.area_or_network.fr,Zone géographique ou réseau sémaphore – ordre numérique,,,,,,,,,,,
locale.code.es,Código,,,,,,,,,,,
locale.area_or_network.es,Zona geográfica o red de señalización – orden numérico,,,,,,,,,,,
locale.code.ru,Код,,,,,,,,,,,
locale.area_or_network.ru,Географическая зона или сеть сигнализации – нумерационный порядок,,,,,,,,,,,
locale.code.zh,代码,,,,,,,,,,,
locale.area_or_network.zh,地理区域或信令网络 – 按数字排序,,,,,,,,,,,
locale.code.ar,الرمز,,,,,,,,,,,
locale.area_or_network.ar,المنطقة الجغرافية أو شبكة التشوير - الترتيب العددي,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
DATA,,,,,,,,,,,,
code,area_or_network.en,area_or_network.fr,area_or_network.es,area_or_network.ru,area_or_network.zh,area_or_network.ar,note.en,note.fr,note.es,note.ru,note.zh,note.ar
2-250,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),Германия (Федеративная Республика),德意志（联邦共和国）,جمهورية ألمانيا الاتحادية,,,,,,
2-251,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),Германия (Федеративная Республика),德意志（联邦共和国）,جمهورية ألمانيا الاتحادية,,,,,,
2-252,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),Германия (Федеративная Республика),德意志（联邦共和国）,جمهورية ألمانيا الاتحادية,,,,,,
2-253,Netherlands (Kingdom of the),Pays-Bas (Royaume des),Países Bajos (Reino de los),Нидерланды (Королевство),荷兰（王国）,مملكة هولندا,,,,,,
2-254,Finland,Finlande,Finlandia,Финляндия,芬兰,فنلندا,,,,,,
2-255,Finland,Finlande,Finlandia,Финляндия,芬兰,فنلندا,,,,,,
3-004,Canada,Canada,Canadá,Канада,加拿大,كندا,,,,,,
3-005,Canada,Canada,Canadá,Канада,加拿大,كندا,,,,,,
3-006,Canada,Canada,Canadá,Канада,加拿大,كندا,,,,,,
3-007,Canada,Canada,Canadá,Канада,加拿大,كندا,,,,,,
3-008,Canada,Canada,Canadá,Канада,加拿大,كندا,,,,,,
3-009,Canada,Canada,Canadá,Канада,加拿大,كندا,,,,,,
3-010,Canada,Canada,Canadá,Канада,加拿大,كندا,,,,,,
3-011,Canada,Canada,Canadá,Канада,加拿大,كندا,,,,,,
3-012,Canada,Canada,Canadá,Канада,加拿大,كندا,,,,,,
3-013,Canada,Canada,Canadá,Канада,加拿大,كندا,,,,,,
3-016,Saint Pierre and Miquelon (Collectivité territoriale de la République française),Saint-Pierre-et-Miquelon (Collectivité territoriale de la République française),San Pedro y Miquelón (Collectivité territoriale de la République française),Сен-Пьер и Микелон (территориальное сообщество Французской Республики),圣皮埃尔和密克隆（法兰西共和国集体领地）,سان بيير وميكيلون (تجمع إقليمي للجمهورية الفرنسية),,,,,,
3-017,Moldova (Republic of),Moldova (République de),Moldova (República de),Молдова (Республика),摩尔多瓦（共和国）,جمهورية مولدوفا,,,,,,
3-018,Greenland (Denmark),Groenland (Danemark),Groenlandia (Dinamarca),Гренландия (Дания),格陵兰（丹麦）,غرينلاند (الدانمارك),,,,,,
3-020,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-021,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-022,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-023,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-024,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-025,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-026,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-027,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-028,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-029,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-030,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-031,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-032,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-033,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-034,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-035,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-036,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-037,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-038,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-039,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-040,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-041,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-042,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-043,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-044,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-045,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-046,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-047,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-048,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-049,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-050,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-051,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-052,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-053,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-054,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-055,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-056,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-057,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-058,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-059,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-060,Puerto Rico,Puerto Rico,Puerto Rico,Пуэрто-Рико,波多黎各,بورتوريكو,,,,,,
3-064,United States Virgin Islands,Vierges américaines (Iles),Vírgenes de los Estados Unidos (Islas),Американские Виргинские Острова,美属维尔京群岛,الجزر العذراء الأمريكية,,,,,,
3-068,Mexico,Mexique,México,Мексика,墨西哥,المكسيك,,,,,,
3-069,Mexico,Mexique,México,Мексика,墨西哥,المكسيك,,,,,,
3-070,Mexico,Mexique,México,Мексика,墨西哥,المكسيك,,,,,,
3-071,Mexico,Mexique,México,Мексика,墨西哥,المكسيك,,,,,,
3-072,Mexico,Mexique,México,Мексика,墨西哥,المكسيك,,,,,,
3-073,Mexico,Mexique,México,Мексика,墨西哥,المكسيك,,,,,,
3-074,Mexico,Mexique,México,Мексика,墨西哥,المكسيك,,,,,,
3-075,Mexico,Mexique,México,Мексика,墨西哥,المكسيك,,,,,,
3-076,Jamaica,Jamaïque,Jamaica,Ямайка,牙买加,جامايكا,,,,,,
3-077,Jamaica,Jamaïque,Jamaica,Ямайка,牙买加,جامايكا,,,,,,
3-078,Jamaica,Jamaïque,Jamaica,Ямайка,牙买加,جامايكا,,,,,,
3-079,Jamaica,Jamaïque,Jamaica,Ямайка,牙买加,جامايكا,,,,,,
3-084,Barbados,Barbade,Barbados,Барбадос,巴巴多斯,بربادوس,,,,,,
3-085,Barbados,Barbade,Barbados,Барбадос,巴巴多斯,بربادوس,,,,,,
3-086,Barbados,Barbade,Barbados,Барбадос,巴巴多斯,بربادوس,,,,,,
3-088,Antigua and Barbuda,Antigua-et-Barbuda,Antigua y Barbuda,Антигуа и Барбуда,安提瓜和巴布达,أنتيغوا وبربودا,,,,,,
3-089,Antigua and Barbuda,Antigua-et-Barbuda,Antigua y Barbuda,Антигуа и Барбуда,安提瓜和巴布达,أنتيغوا وبربودا,,,,,,
3-092,Cayman Islands,Caïmanes (Iles),Caimán (Islas),Каймановы Острова,开曼群岛,جزر كايمان,,,,,,
3-093,Cayman Islands,Caïmanes (Iles),Caimán (Islas),Каймановы Острова,开曼群岛,جزر كايمان,,,,,,
3-096,British Virgin Islands,Vierges britanniques (Iles),Vírgenes Británicas (Islas),Британские Виргинские острова,英属维尔京群岛,الجزر العذراء البريطانية,,,,,,
3-097,British Virgin Islands,Vierges britanniques (Iles),Vírgenes Británicas (Islas),Британские Виргинские острова,英属维尔京群岛,الجزر العذراء البريطانية,,,,,,
3-100,Bermuda,Bermudes,Bermudas,Бермудские Острова,百慕大,برمودا,,,,,,
3-104,Grenada,Grenade,Granada,Гренада,格林纳达,غرينادا,,,,,,
3-108,Montserrat,Montserrat,Montserrat,Монтсеррат,蒙特色拉特,مونتسيرات,,,,,,
3-112,Saint Kitts and Nevis,Saint-Kitts-et-Nevis,Saint Kitts y Nevis,Сент-Китс и Невис ,圣基茨和尼维斯（联邦）,اتحاد سانت كيتس ونيفيس,,,,,,
3-116,Saint Lucia,Sainte-Lucie,Santa Lucía,Сент-Люсия,圣卢西亚,سانت لوسيا,,,,,,
3-120,Saint Vincent and the Grenadines,Saint-Vincent-et-les Grenadines,San Vicente y las Granadinas,Сент-Винсент и Гренадины,圣文森特和格林纳丁斯,سانت فنسنت وغرينادين,,,,,,
3-124,Curaçao,Curaçao,Curaçao,Кюрасао,库拉索岛,كوراساو,,,,,,
3-125,Curaçao,Curaçao,Curaçao,Кюрасао,库拉索岛,كوراساو,,,,,,
3-126,Curaçao,Curaçao,Curaçao,Кюрасао,库拉索岛,كوراساو,,,,,,
3-128,Bahamas (Commonwealth of the),Bahamas (Commonwealth des),Bahamas (Commonwealth de las),Содружество Багамских Островов,巴哈马（联邦）,كومنولث الباهاما,,,,,,
3-132,Dominica (Commonwealth of),Dominique (Commonwealth de la),Dominica (Commonwealth de),Содружество Доминики,多米尼克国,كومنولث دومينيكا,,,,,,
3-136,Cuba,Cuba,Cuba,Куба,古巴,كوبا,,,,,,
3-137,Cuba,Cuba,Cuba,Куба,古巴,كوبا,,,,,,
3-140,Dominican Republic,Dominicaine (République),Dominicana (República),Доминиканская Республика,多米尼加共和国,الجمهورية الدومينيكية,,,,,,
3-141,Dominican Republic,Dominicaine (République),Dominicana (República),Доминиканская Республика,多米尼加共和国,الجمهورية الدومينيكية,,,,,,
3-142,Dominican Republic,Dominicaine (République),Dominicana (República),Доминиканская Республика,多米尼加共和国,الجمهورية الدومينيكية,,,,,,
3-144,Haiti (Republic of),Haïti (République d'),Haití (República de),Гаити (Республика),海地（共和国）,جمهورية هايتي,,,,,,
3-148,Trinidad and Tobago,Trinité-et-Tobago,Trinidad y Tabago,Тринидад и Тобаго,特立尼达和多巴哥,ترينيداد وتوباغو,,,,,,
3-149,Trinidad and Tobago,Trinité-et-Tobago,Trinidad y Tabago,Тринидад и Тобаго,特立尼达和多巴哥,ترينيداد وتوباغو,,,,,,
3-150,Trinidad and Tobago,Trinité-et-Tobago,Trinidad y Tabago,Тринидад и Тобаго,特立尼达和多巴哥,ترينيداد وتوباغو,,,,,,
3-152,Turks and Caicos Islands,Turks-et-Caïcos (Iles),Turcas y Caicos (Islas),Острова Теркс и Кайкос,特克斯和凯科斯群岛,جزر تركس وكايكوس,,,,,,
3-153,Turks and Caicos Islands,Turks-et-Caïcos (Iles),Turcas y Caicos (Islas),Острова Теркс и Кайкос,特克斯和凯科斯群岛,جزر تركس وكايكوس,,,,,,
3-154,Turks and Caicos Islands,Turks-et-Caïcos (Iles),Turcas y Caicos (Islas),Острова Теркс и Кайкос,特克斯和凯科斯群岛,جزر تركس وكايكوس,,,,,,
3-156,Guadeloupe (French Department of),Guadeloupe (Département français de la),Guadalupe (Departamento francés de la),Гваделупа (департамент Франции),瓜德罗普（法国海外省）,مقاطعة غواديلوب الفرنسية,,,,,,
3-160,Martinique (French Department of),Martinique (Département français de la),Martinica (Departamento francés de la),Мартиника (департамент Франции),马提尼克（法国海外省）,مقاطعة المارتينيك الفرنسية,,,,,,
3-164,Aruba,Aruba,Aruba,Аруба,阿鲁巴,آروبا,,,,,,
3-165,Faroe Islands,Féroé (Iles),Feroe (Islas),Фарерские острова,法罗群岛,جزر فارويه,,,,,,
3-168,Anguilla,Anguilla,Anguila,Ангилья,安圭拉,أنغويلا,,,,,,
3-169,Anguilla,Anguilla,Anguila,Ангилья,安圭拉,أنغويلا,,,,,,
3-172,Mexico,Mexique,México,Мексика,墨西哥,المكسيك,,,,,,
3-173,Mexico,Mexique,México,Мексика,墨西哥,المكسيك,,,,,,
3-174,Mexico,Mexique,México,Мексика,墨西哥,المكسيك,,,,,,
3-175,Mexico,Mexique,México,Мексика,墨西哥,المكسيك,,,,,,
3-176,Mexico,Mexique,México,Мексика,墨西哥,المكسيك,,,,,,
3-177,Mexico,Mexique,México,Мексика,墨西哥,المكسيك,,,,,,
3-178,Mexico,Mexique,México,Мексика,墨西哥,المكسيك,,,,,,
3-179,Faroe Islands,Féroé (Iles),Feroe (Islas),Фарерские острова,法罗群岛,جزر فارويه,,,,,,
3-180,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-181,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-182,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-183,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-184,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-185,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-186,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-187,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-188,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-189,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-190,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-191,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-192,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-193,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-194,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-195,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-196,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-197,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-198,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-199,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-200,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-201,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-202,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-203,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-204,United States of America,Etats-Unis d'Amérique,Estados Unidos de América,Соединенные Штаты Америки,美利坚合众国,الولايات المتحدة الأمريكية,,,,,,
3-210,"Saint Helena, Ascension and Tristan da Cunha","Sainte-Hélène, Ascension et Tristan da Cunha","Santa Elena, Ascension y Tristan da Cunha","Острова Св. Елены, Вознесения и Тристан-да-Кунья",圣赫勒拿、阿森松与特里斯坦达库尼亚,سانت هيلانة وأسانسيون وتريستان دا كونها,,,,,,
3-215,Mexico,Mexique,México,Мексика,墨西哥,المكسيك,,,,,,
3-216,Mexico,Mexique,México,Мексика,墨西哥,المكسيك,,,,,,
3-227,Latvia (Republic of),Lettonie (République de),Letonia (República de),Латвийская Республика,拉脱维亚（共和国）,جمهورية لاتفيا,,,,,,
3-228,Albania (Republic of),Albanie (République d'),Albania (República de),Албания (Республика),阿尔巴尼亚（共和国）,جمهورية ألبانيا,,,,,,
3-229,Sweden,Suède,Suecia,Швеция,瑞典,السويد,,,,,,
3-230,United Kingdom of Great Britain and Northern Ireland,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,大不列颠及北爱尔兰联合王国,المملكة المتحدة لبريطانيا العظمى وأيرلندا الشمالية,,,,,,
3-231,Bulgaria (Republic of),Bulgarie (République de),Bulgaria (República de),Болгария (Республика),保加利亚（共和国）,جمهورية بلغاريا,,,,,,
3-232,France,France,Francia,Франция,法国,فرنسا,,,,,,
3-233,Albania (Republic of),Albanie (République d'),Albania (República de),Албания (Республика),阿尔巴尼亚（共和国）,جمهورية ألبانيا,,,,,,
3-234,Latvia (Republic of),Lettonie (République de),Letonia (República de),Латвийская Республика,拉脱维亚（共和国）,جمهورية لاتفيا,,,,,,
3-235,United Kingdom of Great Britain and Northern Ireland,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,大不列颠及北爱尔兰联合王国,المملكة المتحدة لبريطانيا العظمى وأيرلندا الشمالية,,,,,,
3-236,United Kingdom of Great Britain and Northern Ireland,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,大不列颠及北爱尔兰联合王国,المملكة المتحدة لبريطانيا العظمى وأيرلندا الشمالية,,,,,,
3-237,United Kingdom of Great Britain and Northern Ireland,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,Соединенное Королевство Великобритании и Северной Ирландии,大不列颠及北爱尔兰联合王国,المملكة المتحدة لبريطانيا العظمى وأيرلندا الشمالية,,,,,,
3-238,Romania,Roumanie,Rumania,Румыния,罗马尼亚,رومانيا,,,,,,
3-239,Bosnia and Herzegovina,Bosnie-Herzégovine,Bosnia y Herzegovina,Босния и Герцеговина,波斯尼亚与黑塞哥维那,البوسنة والهرسك,,,,,,
3-240,Cambodia (Kingdom of),Cambodge (Royaume du),Camboya (Reino de),Камбоджа (Королевство),柬埔寨（王国）,مملكة كمبوديا,,,,,,
3-241,Montenegro,Monténégro,Montenegro,Черногория,黑山,الجبل الأسود,,,,,,
3-242,Spain,Espagne,España,Испания,西班牙,إسبانيا,,,,,,
3-243,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),Германия (Федеративная Республика),德意志（联邦共和国）,جمهورية ألمانيا الاتحادية,,,,,,
3-244,Estonia (Republic of),Estonie (République d'),Estonia (República de),Эстонская Республика,爱沙尼亚（共和国）,جمهورية إستونيا,,,,,,
3-245,Croatia (Republic of),Croatie (République de),Croacia (República de),Хорватия (Республика),克罗地亚（共和国）,جمهورية كرواتيا,,,,,,
3-246,Georgia,Géorgie,Georgia,Грузия,格鲁吉亚,جورجيا,,,,,,
3-247,Turkey,Turquie,Turquía,Турция,土耳其,تركيا,,,,,,
3-248,Cyprus (Republic of),Chypre (République de),Chipre (República de),Кипр (Республика),塞浦路斯（共和国）,جمهورية قبرص,,,,,,
3-249,Portugal,Portugal,Portugal,Португалия,葡萄牙,البرتغال,,,,,,
3-250,Romania,Roumanie,Rumania,Румыния,罗马尼亚,رومانيا,,,,,,
3-251,Poland (Republic of),Pologne (République de),Polonia (República de),Польша (Республика),波兰（共和国）,جمهورية بولندا,,,,,,
3-252,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),Германия (Федеративная Республика),德意志（联邦共和国）,جمهورية ألمانيا الاتحادية,,,,,,
3-253,Poland (Republic of),Pologne (République de),Polonia (República de),Польша (Республика),波兰（共和国）,جمهورية بولندا,,,,,,
3-254,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),Германия (Федеративная Республика),德意志（联邦共和国）,جمهورية ألمانيا الاتحادية,,,,,,
3-255,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),Германия (Федеративная Республика),德意志（联邦共和国）,جمهورية ألمانيا الاتحادية,,,,,,
4-003,Israel (State of),Israël (Etat d'),Israel (Estado de),Израиль (Государство),以色列（国）,دولة إسرائيل,,,,,,
4-004,Israel (State of),Israël (Etat d'),Israel (Estado de),Израиль (Государство),以色列（国）,دولة إسرائيل,,,,,,
4-005,India (Republic of),Inde (République de l'),India (República de la),Индия (Республика),印度（共和国）,جمهورية الهند,,,,,,
4-006,India (Republic of),Inde (République de l'),India (República de la),Индия (Республика),印度（共和国）,جمهورية الهند,,,,,,
4-007,India (Republic of),Inde (République de l'),India (República de la),Индия (Республика),印度（共和国）,جمهورية الهند,,,,,,
4-008,India (Republic of),Inde (République de l'),India (República de la),Индия (Республика),印度（共和国）,جمهورية الهند,,,,,,
4-009,India (Republic of),Inde (République de l'),India (República de la),Индия (Республика),印度（共和国）,جمهورية الهند,,,,,,
4-010,India (Republic of),Inde (République de l'),India (República de la),Индия (Республика),印度（共和国）,جمهورية الهند,,,,,,
4-011,India (Republic of),Inde (République de l'),India (República de la),Индия (Республика),印度（共和国）,جمهورية الهند,,,,,,
4-012,India (Republic of),Inde (République de l'),India (República de la),Индия (Республика),印度（共和国）,جمهورية الهند,,,,,,
4-013,India (Republic of),Inde (République de l'),India (República de la),Индия (Республика),印度（共和国）,جمهورية الهند,,,,,,
4-014,India (Republic of),Inde (République de l'),India (República de la),Индия (Республика),印度（共和国）,جمهورية الهند,,,,,,
4-015,India (Republic of),Inde (République de l'),India (República de la),Индия (Республика),印度（共和国）,جمهورية الهند,,,,,,
4-016,India (Republic of),Inde (République de l'),India (República de la),Индия (Республика),印度（共和国）,جمهورية الهند,,,,,,
4-017,India (Republic of),Inde (République de l'),India (República de la),Индия (Республика),印度（共和国）,جمهورية الهند,,,,,,
4-018,India (Republic of),Inde (République de l'),India (República de la),Индия (Республика),印度（共和国）,جمهورية الهند,,,,,,
