METADATA,,,,,,,,,
7-042-4,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14676,Techtel Rosario,Techtel LMDS Comunicaciones Interactivas S.A.
7-042-5,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14677,Buenos Aires 1 AT&T,AT&T Argentina S.A.
7-042-6,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14678,Córdoba 1 AT&T,AT&T Argentina S.A.
7-042-7,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14679,Rosario 1 AT&T,AT&T Argentina S.A.
7-043-0,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14680,Buenos Aires,Nodalis s.p.a.
7-043-1,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14681,DKA-1,DKA S.A.
7-043-2,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14682,"Ortega 5500 (B1874CRN) Wilde, Buenos Aires",IDT Corporation de Argentina S.A.
7-043-3,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14683,Rafaela/Wilson,Wilson Construcciones S.A.
7-043-4,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14684,Buenos Aires,GC SAC Argentina s.r.l.
7-043-5,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14685,Buenos Aires/Nodo Buenos Aires 1,Infonexión Argentina S.A.
7-043-6,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14686,Buenos Aires/Colubris 1,Colubris S.A.
7-043-7,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14687,TS Buenos Aires 1,Telesmart S.A.
7-044-0,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14688,Buenos Aires / STP Norte 2 (Coghlan),Telecom Argentina STET France Telecom S.A.
7-044-1,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14689,Buenos Aires / Ciba Sur 1,Telefónica Larga Distancia de Argentina S.A. (TLDA)
7-044-2,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14690,Buenos Aires / Ciba Norte 1 (Golf),Telecom Argentina STET France Telecom S.A.
7-044-3,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14691,Buenos Aires / Ciba Sur 2,Telefónica Larga Distancia de Argentina S.A. (TLDA)
7-044-4,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14692,Buenos Aires / STP Norte 1 (Golf),Telecom Argentina STET France Telecom S.A.
7-044-5,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14693,Buenos Aires / STP Sur 1,Telefónica Larga Distancia de Argentina S.A. (TLDA)
7-044-6,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14694,Buenos Aires / Ciba Norte 2 (Coghlan),Telecom Argentina STET France Telecom S.A.
7-044-7,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14695,Buenos Aires / STP Sur 2,Telefónica Larga Distancia de Argentina S.A. (TLDA)
7-045-0,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14696,Buenos Aires/C.L.D. Velez 1,Compañía de Teléfonos Del Plata S.A.
7-045-1,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14697,Buenos Aires/C.L.D. Viale 1,Compañía de Teléfonos Del Plata S.A.
7-045-2,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14698,Buenos Aires/C.L.D. Velez 2,Compañía de Teléfonos Del Plata S.A.
7-045-3,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14699,Buenos Aires/C.L.D. Viale 2,Compañía de Telecomunicaciones Integrales S.A.
7-045-4,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14700,Buenos Aires/Alvarez Jonte 1862,Compañía de Telecomunicaciones Integrales S.A.
7-045-5,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14701,Buenos Aires/Alvarez Jonte 1862,Compañía de Telecomunicaciones Integrales S.A.
7-045-6,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14702,Buenos Aires/Alvarez Jonte 1862,Compañía de Telecomunicaciones Integrales S.A.
7-045-7,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14703,Cordoba/Urvitel,Orbistel S.A.
7-046-0,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14704,Buenos Aires 2 AT&T,AT&T Argentina S.A.
7-046-1,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14705,Buenos Aires 3 AT&T,AT&T Argentina S.A.
7-046-2,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14706,25 de Mayo 565 - Bs As/Superfone,Superfone S.A.
7-046-3,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14707,Espinosa 1045 - Buenos Aires - Argentina/SES BA GW No 1,SES Sistemas Electrónicos S.A.
7-046-4,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14708,Bs As/Garay 34,Techtel S.A.
7-046-5,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14709,"Buenos Aires, Argentina/Metroredar01",Metrored Telecomunicaciones S.A.
7-046-6,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14710,Av. Del Campo 1301 - Bs As/Artigas,Impsat S.A.
7-046-7,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14711,Esmeralda 330 - Bs As/Esmeralda,Impsat S.A.
7-047-0,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14712,Balcarce 479 - Switch BA 1 Buenos Aires,Diveo Argentina S.A.
7-047-1,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14713,Balcarce 479 - Switch BA 2 Buenos Aires,Diveo Argentina S.A.
7-047-2,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14714,Buenos Aires - Wilde 1,Comsat Argentina S.A.
7-047-3,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14715,Buenos Aires - Wilde 2,Comsat Argentina S.A.
7-047-4,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14716,Buenos Aires/Iplan AR,NSS S.A.
7-047-5,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14717,Córdoba/Trejo,TTN S.A.
7-047-6,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14718,Buenos Aires/BAS/N1,Embratel Internacional S.A.
7-047-7,Argentina,Argentine,Argentina,Аргентина,阿根廷,الأرجنتين,14719,AMBA/CONVI,Convergia Argentina S.A.
2-200-0,Armenia,Arménie,Armenia,Армения,亚美尼亚,أرمينيا,5696,Arminco,Arminco
2-200-1,Armenia,Arménie,Armenia,Армения,亚美尼亚,أرمينيا,5697,Yerevan,Armentel JV CJSC
