1a,1b,2,3,4a,4b,4c
,DOHA GENERAL POST OFFICE Intelpost,+974 4483 7777,3/2,Sunday to Thursday: 0700 to 2000 hours; Friday: No service; Saturday: 0800 to 1100 hours and 1600 to 1900 hours,Sunday to Thursday: 0700 to 2000 hours; Friday: No service; Saturday: 0800 to 1100 hours and 1600 to 1900 hours,Sunday to Thursday: 0700 to 2000 hours; Friday: No service; Saturday: 0800 to 1100 hours and 1600 to 1900 hours
