1a,1b,2,3,4a,4b,4c
101,ANTANANARIVO SECTION PHILA. Section philatélique Antaninarenina,+261 20 22 312 01,2,0730-1130 1400-1800,-,-
301,FIANARANTSOA Recette principale des PTT,+261 20 22 508 43,2,0730-1130 1400-1800,-,-
