1a,1b,2,3,4a,4b,4c
,NUKU' ALOFA Cable and Wireless Plc,+676 22970,3/2,N,N,N
,,,,,,
,Eua,NUKU' ALOFA,,,,
,Ha' apai,NUKU' ALOFA,,,,
,Vava' u,NUKU' ALOFA,,,,
