1a,1b,2,3,4a,4b,4c
384016,KOUTAISSI,+995 31 001012,,,,
384000,"KOUTAISSI 56, rue Tamar Mélé",+995 31 001010/1,,,,
380079,"TBILISI TSHAVTSHAVADZE 21, Tshavtshavadze Avenue",+995 32 29 47 86,,0900-1800,0900-1500,N
380002,"TBILISI D. AGMASHANEBELI 44, D. Agmashanebeli Avenue",+995 32 95 80 16,,0900-1800,0900-1500,N
,POTI,+995 936 363,,,,
384691,"PHOTI 30, rue du 9 Avril",+995 93 2 1538,,,,
384696,"PHOTI 7, Black Sea Street",+995 93 2 2230,,,,
