1a,1b,2,3,4a,4b,4c
11410,"MEXICO, D.F. Tacuba 8",+52 55 5512 1894,3,N,N,N
,ALTERNATIVE MAIN INTERNATIONAL BUREAUX,,,,,
44100,"GUADALAJARA, JAL. Av. Alcade y Juan Alvarez",+52 33 3613 9573,3,N,N,N
83000,"HERMOSILLO, SON Rosales y Serdan.",+52 662 213 1924,3,N,N,N
64000,"MONTERREY, N.L. Zaragoza y Washington",+52 81 8343 6534,3,N,N,N
91700,"VERACRUZ, VER Marina Mercante s/n",+52 229 2931 4341,3,N,N,N
